,street,project,marketSegment,lat,long,avg_price_per_sqm,district,commonest_tenure
653,TONG WATT ROAD,ROBERTSON EDGE,CCR,1.2767625491920787,103.85676193379685,19981.88626612225,09,999 yrs lease commencing from 1841
654,LEONIE HILL ROAD,LEONIE PARC VIEW,CCR,1.2704517332396905,103.86261557681988,23170.371768022982,09,Freehold
655,GEYLANG EAST AVENUE 1,CENTRAL GROVE,RCR,1.320925496900224,103.87975677080819,10674.051090805611,14,99 yrs lease commencing from 1997
656,DUCHESS AVENUE,DUCHESS RESIDENCES,CCR,1.2375281824513302,103.88750223583871,19049.644068025107,10,999 yrs lease commencing from 1875
657,SOMMERVILLE ROAD,THE ACACIAS,OCR,1.3047957723899501,103.90777066354619,11751.004430830622,13,Freehold
658,LINCOLN ROAD,ROSEVALE,CCR,1.2796335874283782,103.87949050268432,18489.21929936036,11,Freehold
659,LORONG 14 GEYLANG,WING FONG COURT,RCR,1.3152866443121267,103.87528516359158,7948.136842539035,14,Freehold
660,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,CCR,1.274147783965633,103.8716931345275,29069.513523756956,09,Freehold
661,WOODSVILLE CLOSE,18 WOODSVILLE,RCR,1.3045903635371656,103.89301582412959,15892.704029429075,13,Freehold
662,JERVOIS ROAD,MON JERVOIS,CCR,1.258034630376632,103.85765389543312,20869.56722297135,10,99 yrs lease commencing from 2012
663,ST. THOMAS WALK,SAM KIANG MANSIONS,CCR,1.271547641646445,103.86203700408927,17773.4243697479,09,Freehold
664,CUSCADEN WALK,FOUR SEASONS PARK,CCR,1.2640085513614379,103.86757038110338,28687.40544450888,10,Freehold
665,WILKIE ROAD,ESTILO,CCR,1.283603428182566,103.86623848766803,17085.932806711597,09,Freehold
666,LORONG 15 GEYLANG,RESIDENTIAL APARTMENTS,RCR,1.3144964749655412,103.87662200272256,8269.23076923077,14,Freehold
667,MACKENZIE ROAD,MACKENZIE 88,CCR,1.2839527650779454,103.87005608916255,16734.08510323404,09,Freehold
668,FERNHILL ROAD,THE FERNHILL,CCR,1.2620948033310053,103.87788407575589,17868.244436594843,10,Freehold
669,BOON TECK ROAD,BOON TECK TOWER,RCR,1.2866144015506613,103.89116527087938,11482.89448051948,12,Freehold
670,STEVENS DRIVE,STEVENS LOFT,CCR,1.26262327301189,103.88144191237627,16437.474503856567,10,Freehold
671,JALAN MUTIARA,THE MONTANA,CCR,1.2652351946795082,103.8598714269519,18600.21638989822,10,Freehold
672,LORONG 31 GEYLANG,CAMELLIA LODGE,RCR,1.3230571519608405,103.87888292848359,8920.260123357468,14,Freehold
673,BRISTOL ROAD,BRISTOL LODGE,RCR,1.2857900234115271,103.87721339332694,11777.777777777777,08,Freehold
674,CAVENAGH ROAD,WATERSCAPE AT CAVENAGH,CCR,1.2773388742009513,103.86768632670847,19587.826841989172,09,Freehold
675,JALAN EUNOS,EUNOS MANSION,OCR,1.3424364665753838,103.89280567442034,8625.0,14,Freehold
676,LORONG 6 GEYLANG,CANBERLIN LODGE,RCR,1.313388190341868,103.87301159760261,8422.767393561786,14,Freehold
677,NEWTON ROAD,GLOUCESTER MANSIONS,CCR,1.2766101362373574,103.87723003555381,17988.349050633835,11,Freehold
678,SHELFORD ROAD,CONDOMINIUM DEVELOPMENT,CCR,1.248095213155856,103.8896489169068,18160.266037331043,11,Freehold
679,TAMAN SERASI,BOTANIC GARDENS VIEW,CCR,1.2559836067853924,103.87215639704117,21068.43039514397,10,Freehold
680,LORONG 24 GEYLANG,EDENZ LOFT,RCR,1.3200342517590005,103.87586480971223,13718.737563249755,14,Freehold
681,KIM KEAT LANE,CALARASI,RCR,1.2906760750092159,103.88724535458583,11187.395499277098,12,Freehold
682,LORONG 16 GEYLANG,CRYSTAL LODGE,RCR,1.3161480925209308,103.87495160952254,7611.108417508418,14,Freehold
683,MANDALAY ROAD,MANDALE HEIGHTS,CCR,1.2860007452500803,103.88780275939286,14791.032759905744,11,Freehold
684,GILSTEAD ROAD,GILSTEAD COURT,CCR,1.2760412652691488,103.88210340381137,17808.374658002736,11,Freehold
685,CAVAN ROAD,CAVAN SUITES,RCR,1.2975123345257322,103.87455328440898,16945.890141247117,08,Freehold
686,LLOYD ROAD,LLOYD SIXTYFIVE,CCR,1.275153834348438,103.86091562613679,31816.603645640076,09,Freehold
687,AH HOOD ROAD,CASA FORTUNA,RCR,1.284632518080443,103.89191465995897,13259.64994909377,12,Freehold
688,BALMORAL PARK,THE SOLITAIRE,CCR,1.2631989279562241,103.87831535536623,18857.830035642968,10,Freehold
689,GUILLEMARD ROAD,CASSIA VIEW,RCR,1.323152172624925,103.87458809814915,12084.09171212581,14,Freehold
690,HOLLAND HILL,HOLLAND HILL LODGE,CCR,1.2388939419159382,103.87339197733606,14111.330049261083,10,Freehold
691,WILKIE TERRACE,LIV ON WILKIE,CCR,1.2851179707223395,103.8664143760447,23537.836970685705,09,Freehold
692,RACE COURSE ROAD,RACE COURSE MANSION,RCR,1.2884025566897925,103.87311704075077,9729.02097902098,08,Freehold
693,SCOTTS ROAD,THE SCOTTS TOWER,CCR,1.2716907933426467,103.87355083656227,28056.78568056736,09,103 yrs lease commencing from 2010
694,KENG CHIN ROAD,BELLERIVE,CCR,1.2667059634088418,103.88050219229991,18358.57545068496,10,Freehold
695,PATERSON ROAD,FRASER RESIDENCE ORCHARD SINGAPORE,CCR,1.266023012955693,103.86506095324904,25581.39534883721,09,Freehold
696,EWE BOON ROAD,PALM SPRING,CCR,1.2672010693790994,103.88077210330279,17515.662780160696,10,Freehold
697,LORONG 36 GEYLANG,EVERGREEN VIEW,RCR,1.3250820262820808,103.87706596524924,9413.512758265975,14,Freehold
698,OXFORD ROAD,KENTISH LODGE,RCR,1.28910750358575,103.87931901163041,10309.009738313927,08,99 yrs lease commencing from 1995
699,THOMSON LANE,SKY@ELEVEN,CCR,1.2779399685704214,103.89508003010725,17570.555728692263,11,Freehold
700,ONE TREE HILL,ONE TREE HILL MANSIONS,CCR,1.2614737197297794,103.86420818710775,11048.73068432671,10,99 yrs lease commencing from 1973
701,LORONG 25 GEYLANG,CENTRA STUDIOS,RCR,1.31881803800461,103.87797327867735,14957.49698310948,14,Freehold
702,JALAN DUSUN,ONE DUSUN RESIDENCES,RCR,1.2799178625046108,103.8904168299387,17030.872716051537,12,Freehold
703,RANGOON ROAD,RANGOON 88,RCR,1.2905453481521523,103.87791465344183,16398.997023515636,08,Freehold
704,MARGOLIOUTH ROAD,CHATELET,CCR,1.2604696745035544,103.8839772208464,17193.630843132505,10,Freehold
705,BALESTIER ROAD,EASTPAC BUILDING,RCR,1.2795912315112878,103.89028521331448,8401.162790697676,12,Freehold
706,KIM KEAT ROAD,THE INTERWEAVE,RCR,1.2894165798146642,103.888842708847,15781.381803551198,12,Freehold
707,CAIRNHILL CIRCLE,CAIRNHILL RESIDENCES,CCR,1.274917027159877,103.87175287348593,23058.290497813436,09,Freehold
708,DEVONSHIRE ROAD,THE BEAUMONT,CCR,1.2724512741319731,103.86265647237045,20048.633508429637,09,Freehold
709,FOCH ROAD,HOA NAM BUILDING,RCR,1.2963083906877944,103.87626637758564,12531.645569620254,08,Freehold
710,HERTFORD ROAD,HERTFORD MANSION,RCR,1.2846444583777386,103.87640062677676,11070.054945054944,08,Freehold
711,GEYLANG EAST AVENUE 2,SIMS EDGE,RCR,1.3244368459799831,103.87992572510763,16121.198458468401,14,Freehold
712,PHENG GECK AVENUE,SANT RITZ,RCR,1.3056419009107518,103.89307911503876,14615.55179228129,13,99 yrs lease commencing from 2012
713,JALAN RUMBIA,THE IMPERIAL,CCR,1.278600882181836,103.8582499008505,21928.690039508645,09,Freehold
714,FIFTH AVENUE,FIFTH AVENUE CONDOMINIUM,CCR,1.231756663152723,103.89333722701136,19679.636849057177,10,Freehold
715,LORONG 39 GEYLANG,SIMS DORADO,RCR,1.3268848183992825,103.87930493111223,11961.45140640526,14,Freehold
716,PATERSON ROAD,THE PATERSON,CCR,1.2667473269780563,103.86408921045026,22585.86515190155,09,Freehold
717,SOPHIA ROAD,MOUNT SOPHIA SUITES,CCR,1.2831066815282908,103.86565148218754,18444.54799680469,09,Freehold
718,SYED ALWI ROAD,RESIDENTIAL APARTMENTS,RCR,1.2918648895428624,103.8729735473364,8333.333333333334,08,9999 yrs lease commencing from 1960
719,SAM LEONG ROAD,RESIDENTIAL APARTMENTS,RCR,1.2929752301282107,103.8728450541303,10638.297872340425,08,Freehold
720,LORONG 26 GEYLANG,CASA AERATA,RCR,1.3215447369939932,103.87587091724355,13939.12206276844,14,Freehold
721,JALAN ARUAN,RESIDENTIAL APARTMENTS,CCR,1.2792432976618309,103.87663352217909,17431.19266055046,09,999 yrs lease commencing from 1979
722,MOONSTONE LANE,MOONSTONE ROYALE,RCR,1.3024771482251505,103.89130427790725,12930.127946127946,12,Freehold
723,LORONG 32 GEYLANG,LESHAN GARDENS,RCR,1.3237699520991397,103.87711353771614,17235.04721930745,14,Freehold
724,RIVER VALLEY ROAD,VILLE ROYALE,CCR,1.2776814728020933,103.85997308253854,17511.51216809804,09,Freehold
725,SHELFORD ROAD,28 SHELFORD,CCR,1.2478064776098183,103.89243118550435,16904.50010186852,11,Freehold
726,SOMME ROAD,PARC SOMME,RCR,1.2949396183231918,103.87490923395089,15610.027179514756,08,99 yrs lease commencing from 2008
727,HANDY ROAD,NOMU,CCR,1.2832280301723378,103.86343577731724,23115.59712999716,09,Freehold
728,HOLLAND AVENUE,WARNER COURT,CCR,1.232268249224499,103.87352443130331,16808.79761245927,10,Freehold
729,BALESTIER ROAD,CITY SUITES,RCR,1.2884782444505583,103.88477964543245,18688.50724520667,12,Freehold
730,ROBIN ROAD,JADE GARDEN,CCR,1.2643443056951496,103.8810820677558,15869.036565390783,10,Freehold
731,DAISY ROAD,DAISY LODGE,OCR,1.3039238909275421,103.9077781919106,10020.086030912802,13,Freehold
732,RIVER VALLEY ROAD,RV SUITES,CCR,1.2655587724772983,103.85925853231997,18775.465943407577,10,Freehold
733,LORONG 4 GEYLANG,FERN LODGE,RCR,1.3125219157901533,103.87467023260143,9044.050343249428,14,Freehold
734,RIDGEWOOD CLOSE,THE TRIZON,CCR,1.2135378243392034,103.88091999951773,17806.954913181868,10,Freehold
735,GUILLEMARD ROAD,NOMA,RCR,1.3220208706366716,103.87500780957434,17679.794906411345,14,Freehold
736,LEONIE HILL ROAD,NEW FUTURA,CCR,1.2702484443207556,103.8617615773297,37260.93147551606,09,Freehold
737,SHAN ROAD,PINNACLE 16,RCR,1.2824827008224107,103.88796461745042,15418.4251551348,12,Freehold
738,BALMORAL CRESCENT,GOODWOOD GARDENS,CCR,1.270360702061741,103.878192667549,18531.410256410254,10,Freehold
739,MANDALAY ROAD,M21,CCR,1.2851686327104446,103.88600240205973,15717.567625666654,11,Freehold
740,LORONG LIMAU,PARC HAVEN,RCR,1.2910515602383834,103.88740727975477,12306.6857398103,12,Freehold
741,LORONG 30 GEYLANG,IDYLLIC SUITES,RCR,1.3230187303543435,103.87639445861365,13735.434194327428,14,Freehold
742,BALMORAL ROAD,RESIDENTIAL APARTMENTS,CCR,1.2672275536489745,103.87785894620535,25369.542798212446,10,Freehold
743,BUKIT TIMAH ROAD,RESIDENTIAL APARTMENTS,CCR,1.2500258342133987,103.88612886445281,12719.298245614034,10,Freehold
744,LORONG 26 GEYLANG,LA FLEUR,RCR,1.3210852625517226,103.87599099806454,13334.319399347047,14,Freehold
745,KIM KEAT ROAD,REGAL COURT,RCR,1.289153455221932,103.8881386526014,11001.78819027869,12,Freehold
746,ORANGE GROVE ROAD,ORION,CCR,1.263756775562897,103.87217482832077,22319.555130988563,10,Freehold
747,KIM SENG WALK,TIARA,CCR,1.2671746249600466,103.85889425325628,20056.368407758895,09,Freehold
748,BALMORAL CRESCENT,BALMORAL HEIGHTS,CCR,1.2706527041784463,103.87868065758417,19920.414249528876,10,Freehold
749,NAPIER ROAD,8 NAPIER,CCR,1.256777930790996,103.87049070130371,33199.685561497325,10,Freehold
750,LORONG 6 GEYLANG,SUNFLOWER COURT,RCR,1.3128580160456735,103.87420670921907,7729.932248308585,14,Freehold
751,SHREWSBURY ROAD,LA NOUVELLE,CCR,1.283183093627567,103.88144317181175,14947.368421052632,11,Freehold
752,LORONG 7 GEYLANG,CENTRA RESIDENCE,RCR,1.3123890763378054,103.87638950343722,13912.587056946893,14,Freehold
753,CAVENAGH ROAD,CAVENAGH GARDENS,CCR,1.2767152302618947,103.86911825857007,13321.345899470902,09,Freehold
754,GILSTEAD ROAD,35 GILSTEAD,CCR,1.2741637267232702,103.88062504712256,27338.46903121676,11,Freehold
755,LENGKONG TIGA,STARVILLE,OCR,1.3491440340132164,103.89191961290594,10629.562355006248,14,Freehold
756,HOLT ROAD,SHEARES VILLE,CCR,1.2615263762265607,103.85704268160568,16426.78316422724,10,Freehold
757,GEYLANG ROAD,CITY PLAZA,RCR,1.330074973520178,103.87824066062909,11035.29411764706,14,Freehold
758,JERVOIS ROAD,PETIT JERVOIS,CCR,1.2592291182376827,103.85666869547688,30206.36383246807,10,Freehold
759,NASSIM ROAD,SAGE,CCR,1.260475488640862,103.87091724805347,32222.627965551594,10,Freehold
760,PAYA LEBAR ROAD,LE CRESCENDO,RCR,1.3249419847072272,103.89392749019098,12671.452564638752,14,Freehold
761,LORONG 31 GEYLANG,MANSIONS 28,RCR,1.323700255751926,103.87878523684388,8751.121951219513,14,Freehold
762,FARRER ROAD,GALLOP GABLES,CCR,1.2435627943373533,103.87832590461834,18268.02305673812,10,Freehold
763,BALMORAL ROAD,VOLARI,CCR,1.2691025274253607,103.87841911828617,21604.492641950386,10,Freehold
764,IRRAWADDY ROAD,CASA IRRAWADDY,RCR,1.2823280891989601,103.88840168678898,13756.855995410211,12,Freehold
765,STEVENS CLOSE,STEVENS SUITES,CCR,1.2617512996908082,103.87902544749672,18236.549932265276,10,Freehold
766,LORONG 19 GEYLANG,TREASURES@G19,RCR,1.3154591781204268,103.87746460317284,15146.616541353384,14,Freehold
767,LINCOLN ROAD,IRIDIUM,CCR,1.2788774291990639,103.87866574225389,17388.310340319502,11,Freehold
768,ST. MICHAEL'S ROAD,THE MORNINGTON,RCR,1.3003686355850679,103.88964312927692,11258.16295392127,12,Freehold
769,DERBYSHIRE ROAD,DERBY COURT,CCR,1.2819792545131607,103.87979106036676,18241.975308641977,11,Freehold
770,THOMSON ROAD,ALEGRIA,CCR,1.2772445921996851,103.88777152592257,14610.55805308543,11,Freehold
771,JALAN MERAH SAGA,THE MERASAGA,CCR,1.2330710274029426,103.87500304701814,17052.43596158974,10,99 yrs lease commencing from 1991
772,LEWIS ROAD,RESIDENTIAL APARTMENTS,CCR,1.2586121189828943,103.88395119041753,16568.74039938556,10,Freehold
773,CHANCERY LANE,CHANCERY PARK,CCR,1.2728516693025484,103.88278981571058,16717.50046238962,11,Freehold
774,SIMS AVENUE,SMART SUITES,RCR,1.3205554614412471,103.87867329868912,15495.46485260771,14,Freehold
775,JALAN DAUD,WINDY HEIGHTS,OCR,1.3472527103110357,103.89090969458002,10010.7295194508,14,Freehold
776,JALAN JINTAN,KIM SIA COURT,CCR,1.2711205637232994,103.86958394567331,19214.34937611408,09,Freehold
777,MOONSTONE LANE,M66,RCR,1.3008739419326723,103.89210637525107,11955.610990257728,12,Freehold
778,LORONG 28 GEYLANG,THE SUNFLOWER,RCR,1.3218941657939087,103.8768236594605,10473.526473526474,14,Freehold
779,LEONIE HILL,HORIZON TOWERS,CCR,1.2688507897985304,103.86123958558854,13208.880668990958,09,99 yrs lease commencing from 1979
780,HOLLAND ROAD,HOLLANDIA,CCR,1.2383523507411514,103.87381648607253,17646.792792118304,10,Freehold
781,LEEDON HEIGHTS,LEEDON RESIDENCE,CCR,1.2374231291692868,103.8773647514246,22722.15878905811,10,Freehold
782,TANGLIN RISE,TANGLIN HILL CONDOMINIUM,CCR,1.2537735383744661,103.86567457401881,15734.152117640579,10,Freehold
783,MINBU ROAD,MINBU VILLA,CCR,1.2843312708586123,103.8892461222107,12608.694428970924,11,Freehold
784,PATERSON HILL,THE MARQ ON PATERSON HILL,CCR,1.2651013451363549,103.86392849485982,42323.468344112414,09,Freehold
785,EWE BOON ROAD,THE PRINCETON,CCR,1.2688888971468695,103.88016779921645,15914.889786290105,10,Freehold
786,BASSEIN ROAD,BASSEIN COURT,CCR,1.2845218232825304,103.88625277385721,15131.221719457011,11,Freehold
787,HOLLAND HILL,PARVIS,CCR,1.2358501600379317,103.87341322459854,20276.639549698764,10,Freehold
788,RIVER VALLEY CLOSE,URBANA,CCR,1.274115507116224,103.8587630283174,21195.69044342782,09,Freehold
789,KING'S ROAD,CHARMING GARDEN,CCR,1.2390025023297964,103.88030831668068,15284.860401582808,10,999 yrs lease commencing from 1875
790,JALAN AYER,STUDIO8,RCR,1.3094599312798616,103.87466374150064,13506.777219593692,14,Freehold
791,GUILLEMARD ROAD,ESTA RUBY,RCR,1.3301843158876199,103.87743726059763,14010.486891385766,14,Freehold
792,CAIRNHILL RISE,THE VERMONT ON CAIRNHILL,CCR,1.2744938235012655,103.87255846357199,23441.97008722417,09,Freehold
793,OXLEY ROAD,VALLEY MANSION,CCR,1.2762943633418173,103.85981266644387,16132.075471698112,09,Freehold
794,MOUNT SINAI RISE,VILLAGE TOWER,CCR,1.2136170710764855,103.8785453397125,14458.730302820717,10,Freehold
795,CAIRNHILL ROAD,ELIZABETH HEIGHTS,CCR,1.27268543831693,103.87110214546088,17742.673992673994,09,Freehold
796,JALAN RAJA UDANG,8 RAJA,RCR,1.2787760025722266,103.89069103517664,13483.978260496853,12,Freehold
797,STEVENS ROAD,STEVEN'S COURT,CCR,1.261950269732549,103.88305208701989,13270.676691729323,10,Freehold
798,LEONIE HILL,RIVERSHIRE,CCR,1.2691808538907543,103.86038351000143,17328.799335985244,09,Freehold
799,ORCHARD BOULEVARD,BOULEVARD 88,CCR,1.263767687939138,103.86854733989921,39663.022523241416,10,Freehold
800,MOUNT SOPHIA,8 @ MOUNT SOPHIA,CCR,1.282215525672219,103.86458383073186,15656.525423034787,09,103 yrs lease commencing from 2002
801,ORCHARD ROAD,LUCKY PLAZA,CCR,1.2701866773386972,103.86806005179126,18527.712293977893,09,Freehold
802,KIM YAM ROAD,RIVIERA POINT,CCR,1.27477862710104,103.85894112782006,13361.803533814997,09,Freehold
803,MOUNT SINAI RISE,LEIGHWOODS,CCR,1.2130711651924506,103.87856065877702,13778.69601240679,10,Freehold
804,AVA ROAD,AVA TOWERS,RCR,1.2880710105265478,103.88570748773871,11414.577340839134,12,Freehold
805,JALAN PUNAI,QUBE SUITES,OCR,1.3447841713022808,103.89330745438147,14728.135007849294,14,Freehold
806,WILKIE ROAD,WILKIE 48,CCR,1.2846427704313983,103.8661300469753,15200.321656998363,09,Freehold
807,SHANGHAI ROAD,SHANGHAI ONE,CCR,1.2636880179819503,103.85850623585846,17367.975520414544,10,Freehold
808,EWE BOON ROAD,HALLMARK RESIDENCES,CCR,1.267070017085209,103.87926031868666,20792.108959156372,10,Freehold
809,BUKIT TIMAH ROAD,KING'S ARCADE,CCR,1.2467518683166707,103.88668531634976,11583.029570869203,10,Freehold
810,EWE BOON ROAD,GISBORNE LIGHT,CCR,1.2665862377452841,103.87976968882953,14563.347057814379,10,Freehold
811,MOUNT SINAI DRIVE,THE SIERRA,CCR,1.216159721520316,103.8816126226107,15269.882972646588,10,947 yrs lease commencing from 1937
812,THOMSON ROAD,PEAK COURT CONDOMINIUM,CCR,1.2771678980233794,103.88876345740569,21312.2984940839,11,Freehold
813,TAMAN WARNA,HOLLAND RESIDENCES,CCR,1.235418684057838,103.87434868951996,19244.15439314027,10,Freehold
814,BALESTIER ROAD,RESIDENTIAL APARTMENTS,RCR,1.288188700717762,103.88748353848781,6385.046506609695,12,9999 yrs lease commencing from 1961
815,OWEN ROAD,FARRER PARK SUITES,RCR,1.2899418109842118,103.87683740911166,16744.967092528066,08,Freehold
816,RANGOON ROAD,CITIGATE RESIDENCE,RCR,1.2896319073948403,103.88012521895133,13484.078641716687,08,Freehold
817,BUKIT TIMAH ROAD,WING ON LIFE GARDEN,CCR,1.2677900343244008,103.88100952354152,17567.350864772186,10,Freehold
818,BALESTIER ROAD,BALESTIER 288,RCR,1.2891178421504825,103.8864514489657,11254.577357339029,12,Freehold
819,CHANGI ROAD,RESIDENTIAL APARTMENTS,RCR,1.350648434978291,103.88271865343974,8978.99444550909,14,Freehold
820,MANDALAY ROAD,THE AXIS,CCR,1.286241913659558,103.88808864265934,14606.42415221594,11,Freehold
821,NEWTON ROAD,AMARYLLIS VILLE,CCR,1.278191221176953,103.87831222811602,16689.8323853933,11,99 yrs lease commencing from 1997
822,ARDMORE PARK,ARDMORE PARK,CCR,1.265661088620949,103.87411495341297,34457.078829987986,10,Freehold
823,BALMORAL PARK,PINETREE CONDOMINIUM,CCR,1.265444686971016,103.87851820003249,15288.179874226384,10,Freehold
824,LORONG 42 GEYLANG,ASTON MANSIONS,RCR,1.3271603362473479,103.87746937746493,9191.751255935416,14,99 yrs lease commencing from 1995
825,SERANGOON ROAD,JUI RESIDENCES,RCR,1.302531605576369,103.8897253216459,18874.925604722772,12,Freehold
826,CAIRNHILL CIRCLE,HELIOS RESIDENCES,CCR,1.2743730086886718,103.87041052618827,22897.756315736427,09,Freehold
827,CARLISLE ROAD,MERA SPRINGS,RCR,1.282943841983413,103.87830589575245,14830.169717375871,08,Freehold
828,BUCKLEY ROAD,BUCKLEY RESIDENCE,CCR,1.276756333095279,103.88071456919212,16498.831775700935,11,Freehold
829,GILSTEAD ROAD,MORIMASA GARDENS,CCR,1.274790730353658,103.87961081443261,16305.939655454218,11,Freehold
830,LORONG 26 GEYLANG,GEYLANG MANSION,RCR,1.3210313668076872,103.87647320557231,7884.615384615385,14,Freehold
831,CHANGI ROAD,MERA EAST,OCR,1.3459604479444638,103.88168574156236,12217.67844528688,14,Freehold
832,WILKIE TERRACE,WILKIE REGENCY,CCR,1.2855887326741504,103.86628674281717,15462.902076826127,09,Freehold
833,LORONG 40 GEYLANG,THE WATERINA,RCR,1.3268368523216656,103.87589693668075,13843.479119957667,14,Freehold
834,MAR THOMA ROAD,THE ELYSIA,RCR,1.298320105729959,103.89005514747089,10728.103209444314,12,999 yrs lease commencing from 1882
835,PECK HAY ROAD,CASA NOVACREST,CCR,1.2742176945671422,103.87271500912675,15326.530612244896,09,Freehold
836,KIM SENG ROAD,TRIBECA,CCR,1.2706837501322885,103.85474867057619,21015.35917729574,09,Freehold
837,BALMORAL ROAD,THE OLIV,CCR,1.2677441400474838,103.87836564299731,22580.645161290322,10,Freehold
838,LORONG 8 GEYLANG,RESIDENTIAL APARTMENTS,RCR,1.3139926481581063,103.8729922527352,7877.119971106514,14,Freehold
839,RIVER VALLEY ROAD,RE CHARGE @ 303,CCR,1.275259843629543,103.85922942281228,25480.76923076923,09,999 yrs lease commencing from 1841
840,BIDADARI PARK DRIVE,THE WOODLEIGH RESIDENCES,RCR,1.3080516027901359,103.90157004000794,21103.334200175035,13,99 yrs lease commencing from 2017
841,LORONG 34 GEYLANG,CENTRAL MEADOWS,RCR,1.324693688420549,103.87580578090756,10568.538430904022,14,Freehold
842,WATTEN ESTATE ROAD,WATTEN HILL,CCR,1.2455809948155996,103.89390349026225,14041.537992786445,11,Freehold
843,NATHAN ROAD,NATHAN PLACE,CCR,1.2625693920781638,103.85866795355535,19174.68390042677,10,Freehold
844,LEICESTER ROAD,LEICESTER SUITES,RCR,1.3034881422217668,103.8938346208966,16463.137826567243,13,Freehold
845,SINARAN DRIVE,APLETON VIEW,CCR,1.2823610010721516,103.88257208687067,17884.048317975117,11,Freehold
846,EWE BOON ROAD,JUNIPER HILL,CCR,1.266051899971793,103.8800007436975,29146.284811896247,10,Freehold
847,ARCADIA ROAD,THE ARCADIA,CCR,1.2455335152367297,103.89678250331954,10120.709606575747,11,99 yrs lease commencing from 1979
848,LORONG 24 GEYLANG,# 1 LOFT,RCR,1.3200207057638682,103.87630756167253,11755.921878975028,14,Freehold
849,JALAN SINGA,SINGA HILLS,OCR,1.344946216059416,103.89356632504246,14949.775727817187,14,Freehold
850,RODYK STREET,8 RODYK,CCR,1.273766546981049,103.8538986873536,21592.327311624154,09,Freehold
851,TANGLIN HILL,TANGLIN HILL MEADOWS,CCR,1.2536058947979454,103.86458607103201,20540.29783731198,10,Freehold
852,AH HOOD ROAD,NADIA MANSIONS,RCR,1.2846755668973735,103.89159302606242,10896.61986114289,12,Freehold
853,CHANGI ROAD,TEDGE,OCR,1.345476752728757,103.88157841042153,17657.529898845747,14,Freehold
854,HOLLAND ROAD,CONDOMINIUM DEVELOPMENT,CCR,1.2385547991230197,103.87512275867098,15843.146191172962,10,Freehold
855,WOODSVILLE CLOSE,WOODSVILLE 28,RCR,1.3047552140481182,103.89346843696849,13650.867120684194,13,99 yrs lease commencing from 2007
856,ADIS ROAD,LIV ON SOPHIA,CCR,1.2842657630688008,103.86468581404202,23733.136430191127,09,Freehold
857,MACPHERSON ROAD,SKY GREEN,RCR,1.322747372554025,103.89593572165768,16121.763423461776,13,Freehold
858,SOPHIA ROAD,SOPHIA VIEW,CCR,1.2832219319384228,103.86604961070904,11776.649746192894,09,Freehold
859,SWISS VIEW,LA SUISSE,CCR,1.226632557069012,103.91036362922,13822.469814854849,11,999 yrs lease commencing from 1878
860,MOUNT SINAI DRIVE,RIDGEWOOD,CCR,1.2153475802006524,103.88125754306571,13720.814485083481,10,999 yrs lease commencing from 1885
861,SHELFORD ROAD,D'CHATEAU @ SHELFORD,CCR,1.2477767491509135,103.89150391839394,16147.215171444084,11,Freehold
862,HOLLAND ROAD,BOTANIKA,CCR,1.2441509572700296,103.87340444640618,19925.817893732332,10,Freehold
863,LORONG 14 GEYLANG,WING FONG MANSIONS/WING FONG COURT,RCR,1.315552105618532,103.87413352394998,8933.073424301494,14,Freehold
864,SUFFOLK ROAD,THE SPINNAKER,CCR,1.2802308939186382,103.87761786813643,15881.46724582318,11,Freehold
865,PATERSON ROAD,THE PATERSON EDGE,CCR,1.2658293433001202,103.86620112020005,23712.46762262706,09,Freehold
866,JERVOIS ROAD,JERVOIS REGENCY,CCR,1.2581696034063101,103.85815144431369,15880.10121960553,10,Freehold
867,CHATSWORTH ROAD,ONE CHATSWORTH,CCR,1.2609915549401791,103.86282042830801,20521.17263843648,10,Freehold
868,ORCHARD BOULEVARD,3 ORCHARD BY-THE-PARK,CCR,1.2608280130167824,103.86693683276305,39023.38653503261,10,Freehold
869,MEYAPPA CHETTIAR ROAD,MYRA,RCR,1.3042850184522505,103.89399155615827,22760.11102776119,13,Freehold
870,LINCOLN ROAD,PARK INFINIA AT WEE NAM,CCR,1.2797906694275214,103.87873983264724,21593.18689353158,11,Freehold
871,SAM LEONG ROAD,SAM LEONG MANSION,RCR,1.2930248819099113,103.87279352160786,10638.297872340425,08,Freehold
872,LORONG 25A GEYLANG,ENG APARTMENTS,RCR,1.3194030685609694,103.87772007329417,11067.961165048544,14,Freehold
873,FARRER ROAD,SUTTON PLACE,CCR,1.2414863832861809,103.87690045090258,15430.6988997846,10,Freehold
874,GEYLANG ROAD,EVER LODGE,RCR,1.3256079046375884,103.87851377391023,7968.75,14,Freehold
875,WOODLEIGH CLOSE,PARC MONDRIAN,RCR,1.3043886904510753,103.89952482143035,13930.902237154072,13,Freehold
876,BALESTIER ROAD,THE MEZZO,RCR,1.288747880187464,103.88401768626727,14303.03801945181,12,Freehold
877,HOLLAND ROAD,HOLLAND COURT,CCR,1.2339878915290614,103.87684651658988,15414.364640883978,10,Freehold
878,GUILLEMARD ROAD,GUILLEMARD SUITES,RCR,1.319217831473695,103.8745009732137,14847.655646816856,14,Freehold
